wconfid,pctid,x,y,z
0,90,1.254,-0.121,-0.164
0,90,0.961,0.148,-0.187
0,90,0.871,-0.004,-0.016
0,90,1.125,-0.051,-0.258
0,90,0.953,0.168,-0.152
0,90,0.883,-0.129,0.004
0,90,1.164,-0.082,-0.348
0,90,1.031,0.176,-0.055
0,90,0.828,-0.184,-0.063
0,90,1.074,0.141,-0.277
0,90,0.742,-0.004,0.199
0,90,0.777,-0.109,-0.25
0,90,1.121,0.191,-0.199
0,90,0.93,-0.031,0.141
0,90,0.754,-0.008,-0.293
0,90,1.043,0.133,-0.07
0,90,1.043,-0.098,0.012
0,90,0.84,0.121,-0.273
0,90,0.945,0.109,-0.031
0,90,1.25,-0.148,-0.187
0,90,0.852,0.145,-0.16
0,90,0.777,-0.023,-0.07
0,90,1.199,-0.031,-0.254
0,90,0.973,0.113,-0.121
0,90,0.926,-0.086,-0.125
0,90,1.066,0.02,-0.277
0,90,0.98,0.121,-0.051
0,90,0.777,-0.223,-0.184
0,90,1.121,0.125,-0.301
0,90,0.766,-0.008,0.219
0,90,0.754,-0.023,-0.254
0,90,1.121,0.125,-0.223
0,90,0.988,-0.039,0.129
0,90,0.797,-0.078,-0.285
0,90,0.988,0.16,-0.102
0,90,1.191,-0.168,-0.027
0,90,0.848,0.027,-0.285
0,90,1.02,0.098,0.086
0,90,1.191,-0.16,-0.187
0,90,0.891,0.129,-0.172
0,90,1.043,0.023,-0.063
0,90,1.074,-0.039,-0.277
0,90,1.008,0.133,-0.094
0,90,0.785,-0.055,0.086
0,90,0.961,-0.074,-0.367
0,90,1.082,0.203,0.016
0,90,0.938,-0.098,0.063
0,90,0.863,0.074,-0.285
0,90,0.973,0.113,0.012
0,90,1.078,-0.227,-0.184
0,90,0.996,0.129,-0.187
0,90,0.902,0.023,-0.012
0,90,0.98,-0.043,-0.285
0,90,1.051,0.102,-0.109
0,90,0.762,0.008,0.129
0,90,0.828,-0.016,-0.289
0,90,0.996,0.125,-0.008
0,90,1.098,-0.121,-0.02
0,90,1,0.102,-0.309
0,90,1.047,-0.066,0.078
0,90,1.152,-0.129,-0.172
0,90,0.879,0.137,-0.223
0,90,1.051,-0.074,-0.063
0,90,0.922,-0.098,-0.18
0,90,0.938,0.199,-0.16
0,90,1.066,-0.137,-0.137
0,90,0.875,0.035,-0.219
0,90,0.949,0.137,-0.129
0,90,0.949,-0.176,-0.215
0,90,1.055,0.18,-0.211
0,90,0.875,0.023,0.051
0,90,0.945,-0.059,-0.25
0,90,1.082,0.09,-0.113
0,90,1.047,-0.031,0.113
0,90,0.754,-0.09,-0.266
0,90,0.973,0.184,-0.035
0,90,1.238,-0.172,0.047
0,90,0.848,0.105,-0.223
0,90,1,0.102,-0.074
0,90,1.141,-0.18,-0.156
0,90,0.895,0.133,-0.187
0,90,0.965,-0.004,-0.043
0,90,1.18,-0.051,-0.18
0,90,0.91,0.125,-0.105
0,90,0.957,-0.117,-0.004
0,90,1.094,-0.02,-0.223
0,90,0.957,0.059,-0.113
0,90,1.191,-0.191,-0.191
0,90,1.102,0.164,-0.184
0,90,0.785,0.027,0.109
0,90,0.836,-0.047,-0.215
0,90,1.059,0.117,-0.145
0,90,1.117,-0.094,0.133
0,90,0.754,-0.059,-0.219
0,90,1.074,0.215,-0.063
0,90,1.238,-0.137,0.055
0,90,0.879,0.086,-0.23
0,90,0.957,0.152,-0.121
0,90,1.227,-0.184,-0.18
0,90,0.957,0.129,-0.195
0,90,0.859,0.008,0.004
0,90,0.949,-0.086,-0.258
0,90,1.102,0.145,-0.113
0,90,0.988,-0.004,0.117
0,90,0.867,-0.027,-0.273
0,90,1.105,0.18,-0.023
0,90,1.109,-0.086,0.063
0,90,0.82,0.078,-0.262
0,90,1.008,0.113,-0.055
0,90,1.207,-0.105,-0.152
0,90,0.895,0.141,-0.215
0,90,1.008,-0.063,-0.078
0,90,0.93,-0.035,-0.148
0,90,0.906,0.164,-0.109
0,90,1.066,-0.156,-0.074
0,90,1.027,0.066,-0.184
0,90,1.02,0.176,-0.113
0,90,0.973,-0.18,-0.145
0,90,1.012,0.121,-0.223
0,90,0.793,-0.063,0.066
0,90,0.859,-0.078,-0.246
0,90,1.09,0.137,-0.137
0,90,1.055,-0.016,0.137
0,90,0.781,-0.063,-0.336
0,90,1.129,0.172,-0.027
0,90,0.922,-0.102,0.066
0,90,0.832,0.063,-0.297
0,90,0.992,0.129,-0.117
0,90,1.238,-0.137,-0.184
0,90,0.957,0.121,-0.187
0,90,0.926,-0.027,-0.039
0,90,1.02,-0.035,-0.215
0,90,0.914,0.109,-0.156
0,90,0.934,-0.164,-0.012
0,90,0.902,0.035,-0.211
0,90,1.031,0.102,-0.074
0,90,0.855,-0.176,-0.098
0,90,1.074,0.141,-0.258
0,90,0.781,0,0.145
0,90,0.844,-0.09,-0.219
0,90,1.027,0.145,-0.266
0,90,1.109,-0.043,0.082
0,90,0.758,-0.055,-0.184
0,90,0.914,0.148,-0.145
0,90,1.254,-0.187,-0.113
0,90,0.848,0.059,-0.277
0,90,0.934,0.172,-0.016
0,90,1.23,-0.18,-0.199
0,90,0.828,0.18,-0.176
0,90,0.82,-0.035,-0.082
0,90,1.148,-0.074,-0.273
0,90,0.906,0.168,-0.137
0,90,0.844,-0.121,-0.113
0,90,0.988,-0.02,-0.227
0,90,0.992,0.133,-0.109
0,90,1.055,-0.242,-0.187
0,90,1.023,0.129,-0.187
0,90,0.859,-0.039,-0.02
0,90,1.207,-0.066,-0.289
0,90,0.957,0.117,-0.098
0,90,0.809,-0.102,0.012
0,90,1.164,-0.074,-0.336
0,90,1.047,0.199,-0.004
0,90,0.789,-0.137,-0.047
0,90,1.129,0.098,-0.312
0,90,0.895,0.016,0.234
0,90,0.922,-0.078,-0.082
0,90,0.844,0.176,-0.254
0,90,1.203,-0.137,-0.063
0,90,0.754,-0.012,-0.18
0,90,0.918,0.156,-0.074
0,90,1.289,-0.184,-0.129
0,90,0.883,0.063,-0.25
0,90,0.953,0.078,-0.051
0,90,1.227,-0.184,-0.199
0,90,0.859,0.129,-0.172
0,90,1.105,0.012,-0.066
0,90,1.125,-0.027,-0.25
0,90,0.965,0.121,-0.105
0,90,0.797,-0.098,0.082
0,90,1.016,-0.066,-0.363
0,90,1.09,0.23,0.02
0,90,0.867,-0.098,0.059
0,90,0.914,0.094,-0.277
0,90,1.004,0.121,0.063
0,90,1.113,-0.25,-0.152
0,90,0.977,0.18,-0.18
0,90,0.957,0.027,-0.051
0,90,1.051,-0.094,-0.273
0,90,1.031,0.094,-0.105
0,90,0.766,0.008,0.113
0,90,0.902,-0.027,-0.332
0,90,1,0.137,0.004
0,90,1.285,-0.215,0.027
0,90,0.848,0,-0.191
0,90,0.934,0.121,-0.109
0,90,0.941,-0.16,-0.191
0,90,1.055,0.16,-0.211
0,90,0.828,-0.023,0.027
0,90,1.129,-0.078,-0.285
0,90,1.078,0.113,-0.105
0,90,0.797,0.059,0.129
0,90,0.773,-0.016,-0.266
0,90,0.965,0.187,-0.016
0,90,1.203,-0.098,0.059
0,90,0.82,0.082,-0.242
0,90,0.961,0.109,-0.102
0,90,1.129,-0.176,-0.168
0,90,0.93,0.195,-0.187
0,90,0.977,0.031,-0.051
0,90,1.23,-0.023,-0.305
0,90,1.039,0.094,-0.082
0,90,0.777,0.02,0.109
0,90,0.914,-0.078,-0.336
0,90,1.008,0.199,0.012
0,90,1.266,-0.168,0.035
0,90,0.863,0.027,-0.203
0,90,0.941,0.156,-0.121
0,90,1.219,-0.18,-0.195
0,90,1.043,0.195,-0.18
0,90,0.859,0.004,0.047
0,90,0.941,-0.047,-0.238
0,90,1.07,0.09,-0.109
0,90,1.031,-0.039,0.137
0,90,0.781,-0.113,-0.254
0,90,1.094,0.199,-0.012
0,90,1.246,-0.098,0.055
0,90,0.863,0.094,-0.219
0,90,0.988,0.094,-0.113
0,90,1.211,-0.195,-0.152
0,90,0.926,0.133,-0.195
0,90,0.934,0.016,-0.047
0,90,1.215,-0.047,-0.281
0,90,1.055,0.141,-0.121
0,90,0.785,-0.008,0.105
0,90,1.16,-0.043,-0.375
0,90,1.098,0.223,-0.012
0,90,0.777,-0.094,0.055
0,90,1.023,0.117,-0.281
0,90,1.074,-0.016,0.117
0,90,1.148,-0.098,-0.098
0,90,0.879,0.105,-0.203
0,90,1.223,-0.066,-0.059
0,90,0.875,-0.051,-0.207
0,90,0.906,0.133,-0.145
0,90,1.246,-0.137,-0.121
0,90,0.895,0.078,-0.281
0,90,0.949,0.148,-0.129
0,90,1.215,-0.207,-0.203
0,90,0.996,0.156,-0.176
0,90,0.867,0.008,0.008
0,90,0.941,-0.094,-0.246
0,90,1.113,0.117,-0.098
0,90,0.988,0.023,0.121
0,90,0.773,-0.039,-0.273
0,90,0.973,0.164,-0.09
0,90,1.168,-0.195,-0.023
0,90,0.809,0.086,-0.273
0,90,1.008,0.125,-0.074
0,90,1.227,-0.129,-0.148
0,90,0.887,0.152,-0.215
0,90,0.969,-0.039,-0.059
0,90,0.949,-0.023,-0.164
0,90,0.906,0.145,-0.141
0,90,1.035,-0.164,-0.063
0,90,0.918,0.055,-0.199
0,90,1.023,0.102,-0.105
0,90,0.949,-0.203,-0.133
0,90,1.047,0.137,-0.234
0,90,0.801,0.047,0.063
0,90,0.801,-0.07,-0.242
0,90,1.07,0.164,-0.242
0,90,1.066,-0.043,0.105
0,90,0.773,-0.059,-0.254
0,90,0.926,0.121,-0.109
0,90,1.191,-0.129,-0.078
0,90,0.855,0.094,-0.301
0,90,0.996,0.141,-0.113
0,90,1.203,-0.148,-0.172
0,90,0.855,0.141,-0.184
0,90,0.934,-0.023,-0.078
0,90,1.008,-0.063,-0.199
0,90,0.91,0.187,-0.156
0,90,0.938,-0.164,-0.137
0,90,0.91,0.023,-0.215
0,90,0.953,0.098,-0.086
0,90,0.859,-0.18,-0.203
0,90,1.098,0.164,-0.242
0,90,0.82,0,0.117
0,90,0.859,-0.066,-0.211
0,90,1.043,0.145,-0.258
0,90,1.098,-0.039,0.098
0,90,0.75,-0.082,-0.187
0,90,0.902,0.152,-0.035
0,90,1.25,-0.191,-0.102
0,90,0.84,0.035,-0.281
0,90,0.945,0.07,-0.008
0,90,1.223,-0.203,-0.18
0,90,0.832,0.199,-0.187
0,90,0.859,-0.023,-0.082
0,90,1.117,-0.09,-0.23
0,90,0.938,0.195,-0.137
0,90,0.906,-0.195,-0.145
0,90,0.914,-0.035,-0.23
0,90,0.98,0.141,-0.113
0,90,1.121,-0.191,-0.184
0,90,0.988,0.141,-0.187
0,90,0.922,-0.043,-0.047
0,90,1.184,-0.055,-0.211
0,90,0.93,0.09,-0.094
0,90,0.93,-0.137,0.008
0,90,1.16,-0.078,-0.324
0,90,1.047,0.211,0.008
0,90,0.738,-0.125,0.066
0,90,1.023,0.125,-0.289
0,90,1.039,0.07,0.078
0,90,1.219,-0.207,-0.133
0,90,0.883,0.156,-0.168
0,90,1.129,-0.031,-0.078
0,90,1.172,-0.059,-0.176
0,90,0.934,0.184,-0.141
0,90,1.113,-0.152,-0.102
0,90,0.977,-0.043,-0.281
0,90,0.922,0.168,-0.109
0,90,1,-0.199,-0.195
0,90,0.996,0.137,-0.203
0,90,0.777,-0.023,0.035
0,90,1.168,-0.016,-0.285
0,90,1.109,0.168,-0.113
0,90,0.805,0.027,0.125
0,90,0.852,-0.031,-0.266
0,90,0.992,0.129,-0.008
0,90,1.176,-0.141,-0.051
0,90,0.953,0.129,-0.277
0,90,1.125,0.094,0.063
0,90,1.129,-0.129,-0.176
0,90,0.938,0.168,-0.16
0,90,0.969,-0.012,-0.055
0,90,1.195,-0.027,-0.18
0,90,0.949,0.18,-0.105
0,90,0.992,-0.133,-0.023
0,90,1.043,-0.074,-0.195
0,90,0.949,0.094,-0.086
0,90,1.199,-0.203,-0.215
0,90,1.055,0.078,-0.164
0,90,0.754,-0.023,0.133
0,90,1.125,-0.004,-0.277
0,90,1.156,0.156,-0.09
0,90,0.875,0.02,0.148
0,90,0.789,0.023,-0.184
0,90,0.922,0.191,-0.152
0,90,1.277,-0.195,-0.117
0,90,0.836,0.051,-0.211
0,90,0.93,0.156,-0.109
0,90,1.266,-0.152,-0.187
0,90,1,0.148,-0.191
0,90,0.859,-0.039,-0.004
0,90,1.137,-0.082,-0.227
0,90,0.945,0.145,-0.094
0,90,0.883,-0.129,0.047
0,90,1.148,-0.066,-0.352
0,90,1.051,0.199,-0.066
0,90,0.805,-0.164,-0.043
0,90,1.094,0.145,-0.277
0,90,0.93,-0.039,0.195
0,90,0.777,-0.098,-0.164
0,90,1.105,0.176,-0.211
0,90,1.172,-0.059,0.148
0,90,0.754,-0.047,-0.18
0,90,1.008,0.16,-0.086
0,90,1.113,-0.098,0.02
0,90,0.867,0.023,-0.254
0,90,0.934,0.102,-0.102
0,90,1.238,-0.156,-0.207
0,90,1.074,0.148,-0.156
0,90,0.77,-0.043,0.063
0,90,1.129,-0.059,-0.273
0,90,1.113,0.121,-0.086
0,90,0.82,0.051,0.074
0,90,0.781,-0.004,-0.215
0,90,1.086,0.16,-0.031
0,90,0.871,-0.18,0.063
0,90,0.84,0.07,-0.285
0,90,0.961,0.094,-0.109
0,90,1.215,-0.148,-0.176
0,90,0.953,0.137,-0.191
0,90,0.957,0.02,-0.031
0,90,1.195,-0.043,-0.289
0,90,1.023,0.176,-0.09
0,90,0.734,0.023,0.004
0,90,0.898,-0.078,-0.312
0,90,1.109,0.207,0.023
0,90,1.09,-0.164,0.027
0,90,0.848,0.109,-0.254
0,90,0.93,0.156,-0.102
0,90,1.223,-0.152,-0.207
0,90,0.859,0.113,-0.176
0,90,0.801,-0.023,-0.059
0,90,1.168,-0.078,-0.258
0,90,0.984,0.137,-0.137
0,90,0.836,-0.105,0.051
0,90,1.156,-0.066,-0.383
0,90,1.008,0.172,-0.039
0,90,0.758,-0.148,-0.191
0,90,1.141,0.141,-0.297
0,90,0.789,-0.008,0.211
0,90,0.766,-0.023,-0.242
0,90,1.098,0.18,-0.227
0,90,1,-0.066,0.145
0,90,0.781,0.004,-0.27
0,90,0.93,0.172,-0.109
0,90,1.25,-0.199,-0.148
0,90,0.848,0.125,-0.242
0,90,0.922,0.078,-0.086
0,90,1.23,-0.164,-0.215
0,90,0.883,0.141,-0.16
0,90,0.781,0,-0.07
0,90,1.121,-0.074,-0.285
0,90,1.016,0.133,-0.07
0,90,0.777,-0.023,0.082
0,90,1.031,-0.023,-0.379
0,90,1.055,0.187,0.02
0,90,0.914,-0.172,0.066
0,90,0.895,0.086,-0.273
0,90,0.957,0.113,0.004
0,90,1.102,-0.207,-0.18
0,90,0.961,0.16,-0.176
0,90,0.922,0.031,-0.031
0,90,1.016,-0.027,-0.289
0,90,1.023,0.098,-0.086
0,90,0.75,0.016,0.117
0,90,0.879,-0.063,-0.297
0,90,1,0.152,0.008
0,90,1.242,-0.148,-0.156
0,90,0.879,0.109,-0.25
0,90,0.949,0.098,-0.063
0,90,1.23,-0.168,-0.137
0,90,0.883,0.109,-0.168
0,90,1.062,-0.059,-0.063
0,90,1.176,-0.063,-0.277
0,90,0.898,0.137,-0.129
0,90,0.828,-0.129,-0.086
0,90,1.027,0.027,-0.262
0,90,1.016,0.187,-0.023
0,90,1.02,-0.227,-0.16
0,90,1.129,0.145,-0.301
0,90,0.773,-0.027,0.242
0,90,0.93,-0.035,-0.242
0,90,1.09,0.187,-0.109
0,90,1.035,-0.055,0.129
0,90,0.797,-0.027,-0.262
0,90,0.934,0.215,-0.016
0,90,1.176,-0.105,-0.047
0,90,0.926,0.082,-0.289
0,90,1.012,-0.004,0.066
0,90,1.203,-0.156,-0.09
0,90,0.867,0.133,-0.184
0,90,1.277,-0.078,-0.066
0,90,0.996,-0.078,-0.199
0,90,0.902,0.207,-0.164
0,90,1.27,-0.141,-0.168
0,90,0.887,0.004,-0.207
0,90,0.914,0.109,-0.105
0,90,1.191,-0.184,-0.223
0,90,1.074,0.184,-0.227
0,90,0.824,0.008,0.117
0,90,0.879,-0.039,-0.199
0,90,1.082,0.105,-0.137
0,90,1.105,-0.055,0.133
0,90,0.746,-0.094,-0.199
0,90,1.098,0.187,-0.02
0,90,1.262,-0.172,0.055
0,90,0.891,0.105,-0.211
0,90,0.953,0.102,-0.117
0,90,1.215,-0.191,-0.187
0,90,0.953,0.098,-0.187
0,90,0.879,0.016,-0.027
0,90,1.223,-0.039,-0.293
0,90,1.059,0.152,-0.09
0,90,0.738,-0.008,0.109
0,90,1.117,-0.043,-0.395
0,90,1.102,0.227,0.008
0,90,1.098,-0.141,0.066
0,90,0.859,0.055,-0.258
0,90,1.043,0.137,-0.066
0,90,1.145,-0.086,-0.141
0,90,0.859,0.152,-0.152
0,90,1.066,-0.051,-0.074
0,90,1.18,-0.055,-0.172
0,90,0.922,0.145,-0.121
0,90,1.129,-0.172,-0.078
0,90,0.961,0.066,-0.199
0,90,0.992,0.129,-0.023
0,90,1.02,-0.18,-0.168
0,90,0.98,0.125,-0.211
0,90,0.781,-0.012,0.027
0,90,0.906,-0.09,-0.227
0,90,1.133,0.121,-0.102
0,90,1.035,0.02,0.129
0,90,0.762,-0.027,-0.242
0,90,0.973,0.176,-0.117
0,90,1.16,-0.184,-0.035
0,90,0.844,0.078,-0.277
0,90,1.023,0.121,-0.09
0,90,1.234,-0.125,-0.16
0,90,0.902,0.156,-0.207
0,90,0.93,-0.051,-0.07
0,90,0.977,-0.031,-0.199
0,90,0.918,0.148,-0.168
0,90,1.02,-0.16,-0.031
0,90,0.906,0.047,-0.203
0,90,1.023,0.102,-0.117
0,90,0.945,-0.191,-0.105
0,90,1.047,0.117,-0.246
0,90,0.793,0.043,0.09
0,90,0.781,-0.066,-0.211
0,90,1.062,0.152,-0.254
0,90,1.098,-0.043,0.098
0,90,0.828,-0.043,-0.23
0,90,0.941,0.137,-0.137
0,90,1.23,-0.148,-0.094
0,90,0.871,0.098,-0.277
0,90,0.984,0.133,-0.117
0,90,1.246,-0.133,-0.199
0,90,0.832,0.141,-0.172
0,90,0.895,-0.035,-0.063
0,90,1.047,-0.051,-0.211
0,90,0.926,0.16,-0.152
0,90,0.895,-0.133,-0.148
0,90,0.91,0.02,-0.203
0,90,0.969,0.098,-0.086
0,90,0.855,-0.168,-0.215
0,90,1.078,0.125,-0.254
0,90,0.797,0.012,0.156
0,90,0.832,-0.09,-0.195
0,90,1.047,0.152,-0.266
0,90,1.148,-0.051,0.043
0,90,0.754,-0.043,-0.172
0,90,0.918,0.156,-0.051
0,90,1.297,-0.195,-0.125
0,90,0.879,0.047,-0.266
0,90,0.934,0.055,-0.023
0,90,1.254,-0.187,-0.203
0,90,0.848,0.168,-0.156
0,90,0.785,-0.012,-0.066
0,90,1.145,-0.098,-0.25
0,90,0.91,0.172,-0.145
0,90,0.836,-0.152,-0.133
0,90,0.969,-0.012,-0.227
0,90,0.965,0.133,-0.117
0,90,1.098,-0.242,-0.203
0,90,1.043,0.137,-0.191
0,90,0.863,-0.047,-0.016
0,90,1.211,-0.082,-0.242
0,90,0.98,0.121,-0.078
0,90,0.895,-0.094,0.004
0,90,1.176,-0.035,-0.352
0,90,1.043,0.207,0.012
0,90,0.73,-0.152,0.07
0,90,0.949,0.086,-0.277
0,90,1,0.008,0.07
0,90,1.234,-0.203,-0.137
0,90,0.91,0.168,-0.16
0,90,1.055,0.02,-0.074
0,90,1.133,-0.039,-0.281
0,90,0.969,0.074,-0.07
0,90,0.773,-0.039,0.094
0,90,1.191,-0.012,-0.387
0,90,1.09,0.227,0.023
0,90,0.938,-0.133,0.063
0,90,0.953,0.125,-0.266
0,90,1.113,0.07,-0.008
0,90,1.238,-0.129,-0.105
0,90,0.805,0.129,-0.191
0,90,1.164,-0.078,-0.078
0,90,1.094,-0.051,-0.164
0,90,0.891,0.141,-0.164
0,90,1.215,-0.187,-0.129
0,90,0.938,0.059,-0.195
0,90,0.957,0.187,-0.07
0,90,1.164,-0.227,-0.215
0,90,1.078,0.145,-0.16
0,90,0.754,-0.035,0.168
0,90,1.062,-0.02,-0.254
0,90,1.113,0.191,-0.086
0,90,0.918,-0.023,0.141
0,90,0.883,-0.02,-0.309
0,90,1,0.211,0.004
0,90,1.32,-0.102,0.016
0,90,0.848,-0.008,-0.191
0,90,1.07,0.113,-0.023
0,90,1.27,-0.125,-0.129
0,90,0.82,0.133,-0.172
0,90,1.105,-0.043,-0.094
0,90,1.145,-0.078,-0.18
0,90,0.902,0.094,-0.141
0,90,1.172,-0.172,-0.121
0,90,0.977,0.012,-0.207
0,90,0.996,0.102,-0.031
0,90,1.082,-0.219,-0.199
0,90,1.113,0.168,-0.195
0,90,0.754,-0.023,0.187
0,90,1.016,-0.023,-0.25
0,90,1.039,0.09,-0.078
0,90,0.973,-0.027,0.109
0,90,0.863,-0.07,-0.293
0,90,1.113,0.195,0.016
0,90,1.117,-0.172,-0.02
0,90,0.883,0.117,-0.238
0,90,1.043,0.102,-0.07
0,90,1.148,-0.16,-0.145
0,90,0.898,0.113,-0.211
0,90,1.086,-0.016,-0.074
0,90,0.883,-0.078,-0.16
0,90,0.902,0.133,-0.129
0,90,1.102,-0.105,-0.07
0,90,0.855,-0.004,-0.215
0,90,0.961,0.094,-0.125
0,90,1.273,-0.16,-0.215
0,90,1.039,0.148,-0.164
0,90,0.816,0,-0.086
0,90,1.172,-0.086,-0.289
0,90,0.988,0.176,-0.066
0,90,0.789,0.02,0.035
0,90,0.816,-0.016,-0.367
0,90,1.078,0.207,-0.02
0,90,0.816,-0.172,0.055
0,90,0.863,0.094,-0.305
0,90,1,0.141,-0.109
0,90,1.191,-0.164,-0.16
0,90,0.895,0.137,-0.184
0,90,0.969,0.012,-0.07
0,90,1.223,-0.031,-0.277
0,90,0.91,0.117,-0.102
0,90,0.754,-0.004,-0.027
0,90,1.074,0.004,-0.312
0,90,1.047,0.164,0.004
0,90,0.719,-0.102,0.039
0,90,0.871,0.094,-0.297
0,90,1.113,0.063,-0.02
0,90,1.074,-0.086,-0.109
0,90,0.844,0.152,-0.238
0,90,1.133,-0.09,-0.078
0,90,0.809,0.004,-0.145
0,90,0.91,0.168,-0.141
0,90,0.895,-0.09,-0.129
0,90,0.941,-0.008,-0.242
0,90,0.973,0.094,-0.125
0,90,1.133,-0.191,-0.187
0,90,0.961,0.094,-0.184
0,90,0.871,0.035,-0.016
0,90,1.008,-0.063,-0.297
0,90,1.043,0.137,-0.102
0,90,0.715,-0.016,0.109
0,90,0.871,-0.039,-0.383
0,90,1.113,0.184,0
0,90,1.094,-0.137,-0.012
0,90,0.977,0.109,-0.293
0,90,1.031,0.16,0.086
0,90,1.215,-0.215,-0.207
0,90,0.883,0.16,-0.164
0,90,1.023,-0.051,-0.078
0,90,1.184,-0.07,-0.27
0,90,0.906,0.125,-0.109
0,90,0.781,-0.187,-0.059
0,90,1.016,-0.023,-0.285
0,90,0.945,0.129,-0.121
0,90,0.957,-0.215,-0.227
0,90,1.039,0.145,-0.215
0,90,0.793,0.027,0.066
0,90,0.883,-0.09,-0.203
0,90,1.051,0.168,-0.125
0,90,1.062,-0.035,0.105
0,90,0.801,-0.055,-0.223
0,90,0.965,0.184,-0.02
0,90,1.215,-0.184,-0.09
0,90,0.902,0.063,-0.254
0,90,0.988,0.059,0.004
0,90,1.137,-0.141,-0.172
0,90,0.988,0.129,-0.184
0,90,0.871,-0.023,-0.059
0,90,1.207,-0.059,-0.219
0,90,0.922,0.129,-0.098
0,90,0.922,-0.137,0.004
0,90,1.152,-0.02,-0.332
0,90,1.055,0.227,0.016
0,90,0.727,-0.098,0.07
0,90,1.004,0.105,-0.281
0,90,1.043,0.055,0.109
0,90,1.242,-0.117,-0.117
0,90,0.898,0.164,-0.16
0,90,1.074,-0.012,-0.078
0,90,1.184,-0.078,-0.176
0,90,0.941,0.184,-0.125
0,90,1.137,-0.133,-0.09
0,90,0.961,-0.039,-0.199
0,90,0.945,0.152,-0.125
0,90,1.266,-0.176,-0.219
0,90,1.039,0.129,-0.207
0,90,0.828,-0.035,0.027
0,90,1.203,-0.027,-0.285
0,90,1.102,0.145,-0.074
0,90,0.77,0.039,0.109
0,90,0.832,0.035,-0.25
0,90,0.988,0.211,-0.117
0,90,1.273,-0.168,-0.031
0,90,0.82,0.066,-0.246
0,90,0.992,0.113,-0.086
0,90,1.203,-0.109,-0.172
0,90,0.906,0.184,-0.164
0,90,0.988,0,-0.074
0,90,1.203,-0.063,-0.297
0,90,0.992,0.094,-0.105
0,90,0.766,0.004,0.082
0,90,0.977,-0.07,-0.352
0,90,1.102,0.199,0.012
0,90,1.258,-0.102,0.051
0,90,0.82,0.047,-0.227
0,90,0.961,0.141,-0.117
0,90,1.273,-0.141,-0.199
0,90,1,0.148,-0.195
0,90,0.875,-0.043,-0.035
0,90,1.098,-0.055,-0.234
0,90,0.945,0.148,-0.164
0,90,0.922,-0.141,0.012
0,90,1.098,-0.047,-0.352
0,90,1.055,0.199,-0.09
0,90,0.855,-0.18,-0.074
0,90,1.066,0.113,-0.273
0,90,0.863,0.008,0.156
0,90,0.82,-0.066,-0.187
0,90,1.027,0.102,-0.262
0,90,1.109,-0.07,0.047
0,90,0.848,-0.023,-0.195
0,90,0.93,0.145,-0.148
0,90,1.312,-0.191,-0.129
0,90,0.863,0.117,-0.262
0,90,0.957,0.133,-0.129
0,90,1.25,-0.156,-0.219
0,90,1.039,0.152,-0.184
0,90,0.879,-0.043,-0.094
0,90,1.09,-0.055,-0.254
0,90,0.965,0.145,-0.148
0,90,0.883,-0.09,0.047
0,90,1.117,-0.035,-0.355
0,90,1.055,0.121,-0.078
0,90,0.793,-0.152,-0.195
0,90,1.09,0.117,-0.281
0,90,0.777,-0.016,0.184
0,90,0.801,-0.02,-0.254
0,90,1.09,0.121,-0.176
0,90,0.918,-0.016,0.156
0,90,0.758,-0.066,-0.34
0,90,1.02,0.184,-0.063
0,90,1.02,-0.121,0.02
0,90,0.891,0.09,-0.262
0,90,0.922,0.176,-0.031
0,90,1.293,-0.164,-0.215
0,90,0.824,0.16,-0.18
0,90,0.84,-0.02,-0.09
0,90,1.133,-0.082,-0.246
0,90,0.895,0.168,-0.141
0,90,0.875,-0.16,-0.129
0,90,0.984,0.027,-0.242
0,90,0.988,0.148,-0.078
0,90,0.824,-0.266,-0.199
0,90,1.082,0.133,-0.273
0,90,0.785,0.02,0.172
0,90,0.801,-0.074,-0.187
0,90,1.031,0.121,-0.184
0,90,1.152,-0.059,0.039
0,90,0.766,-0.035,-0.195
0,90,0.918,0.18,-0.051
0,90,1.289,-0.187,-0.121
0,90,0.867,0.102,-0.262
0,90,1.062,0.051,-0.016
0,90,1.266,-0.152,-0.129
0,90,0.844,0.16,-0.176
0,90,1.176,-0.012,-0.086
0,90,1.094,-0.059,-0.187
0,90,0.926,0.168,-0.145
0,90,1.246,-0.164,-0.133
0,90,0.961,0.016,-0.234
0,90,0.969,0.109,-0.078
0,90,1.156,-0.215,-0.207
0,90,1.102,0.129,-0.176
0,90,0.809,-0.016,0.168
0,90,1.082,-0.008,-0.25
0,90,1.094,0.109,-0.066
0,90,0.902,-0.016,0.145
0,90,0.949,-0.051,-0.348
0,90,1.035,0.156,0.023
0,90,1.281,-0.105,0.043
0,90,0.867,0.078,-0.219
0,90,0.949,0.152,-0.137
0,90,1.293,-0.172,-0.187
0,90,1.012,0.121,-0.195
0,90,0.855,-0.039,-0.02
0,90,1.098,-0.07,-0.246
0,90,0.961,0.121,-0.086
0,90,0.902,-0.121,0.023
0,90,1.129,-0.016,-0.355
0,90,1.066,0.227,-0.086
0,90,0.844,-0.184,-0.066
0,90,1.07,0.125,-0.262
0,90,0.852,-0.066,0.156
0,90,0.813,-0.066,-0.191
0,90,1.066,0.148,-0.168
0,90,1.129,-0.035,0.152
